Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
86.0,0.194384301577336,-0.3531662928106883,0.3384838434616911,-0.2954014101390294,0.1684609762696143,1.3175975356079597,-1.0065425652796411,1.1398785611290454,1.3171150673398653,-0.1180685269910787,-2.1218548990085946,-0.6078219870944325,1.2969945465611092,-0.0228680622988821,-0.9993022322949108,-0.5047749212282174,0.840620026504553,0.5467335682013793,-0.2389320991696943,-0.3668244118146875,-0.3917581490438219,-0.9224101844985024,1.6153756894694418,-0.3223204692113399,1.2171585208254965,1.5213160519224511,0.9983108981479604,-0.4316203127180484,0.566605258905463
54.0,-0.3426875940803487,-0.3714408659957914,-1.4075116947178212,-0.7778166875908753,-1.1105758454658288,1.7522704434236227,0.9356783931474612,1.2715550949941588,0.7216720640432351,-1.1290517712172292,-0.5245202662797737,0.489374561227918,-1.2221278088919454,0.7129984301723881,-0.240325398158135,-0.3748208075495975,0.7109599682034915,0.4442633114860397,-0.3609661658190799,1.159329803364248,-1.081063327599897,0.6159356069442637,0.5931012579683838,-0.3095464393139903,0.326133022242118,-1.251113576385303,0.924027019206901,-0.184902136442989,0.7570481146986254
82.0,-0.600638689918805,-0.2916937497932768,-0.6017066122293969,1.8522781845089376,-0.0134972247379339,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.959670123879776,-1.3281860488984305,0.1968612358691235,0.7384665799954104,0.1713682811899705,-0.1156482823882405,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189155,0.3436182895684614,-1.763040155362734,0.324083969394795,-0.3850822804163165,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,0.2610485262348481
87.0,0.5765569630557664,0.3112501545435361,3.0788808084552377,1.1195749114345768,-0.1279175914807665,-0.9555404406004258,-1.6064463202575725,0.2034636358672231,-0.7563507452843033,-1.4222537095976742,-0.6465728842425266,-1.081548003614395,1.6871416350725648,0.8816397569494505,-0.0079726413166173,1.479944138890026,0.0773683076476183,-0.8612842013282637,1.5231240772696573,0.5389100436846587,-1.0372461543264564,-0.1903386780836082,-0.8756182533847572,-1.382799730964336,0.9261775475316414,1.9094166404701305,-1.3985675738191412,0.5629692366905709,0.4709602524347335
28.0,0.0886575909614374,0.1973157074055956,-0.6176518954343502,-0.3160728560270497,0.6157711497711416,1.2038844371688162,-0.1394462756809995,-0.4501892648514116,0.0005279588565972,0.6012067489291149,-1.4438548161335418,-2.296180953137238,-0.5505368494915835,-1.2207124259141586,-0.5081401976473109,-0.1477803188174715,-0.4532484090230134,1.4524675344707454,0.32674476460232,0.3004743596108283,0.6222071440434019,-1.1388331177807691,1.0391117874202689,-0.0757642865354598,0.6704806172412126,-1.0718572330401557,-1.5537587660160643,0.8178896580250287,0.5948473795019096
99.0,-2.529560077694303,-0.2966074590697983,0.241321934916781,-1.151014083619507,0.38632331781156,-0.2044712209861215,1.75547569831549,1.5730197252148563,-0.4658055691181628,-0.1508377115666953,-0.0739475656083926,-0.4516594761596227,0.1950249840281267,-0.7582820688875902,-1.1306153349375263,0.6227112239002686,0.6295295842218108,-0.8043157596599924,0.8953554307625996,-0.6315777291653314,0.2531652380379812,0.820344012612456,-0.033612564703713,0.4547409121411344,-0.5164296438875717,-0.1964665834280971,-0.2058594308803403,-0.7465783465402389,0.3592087469826903
11.0,-0.5621680265783021,-0.2092218737445277,-1.6834381922209505,-0.8058700664961888,0.9648516330974576,1.6155828235482317,-1.234348871879922,-0.5924642591528942,-0.026405756958927,0.2801611588196068,-0.8096035199216461,0.4240610444640897,-0.4738393470709161,-0.0144522708782791,0.5462842480036996,0.0064222698109378,-0.4363858905265686,-0.1096098039258308,-0.0883629592053353,-0.3700110298821277,-0.2587960626671023,1.598647170504717,0.5609194479412387,-0.2954803180291603,0.6969544045107356,-0.3338194897560099,1.173124637586641,0.3696421921980939,0.1044545181001513
8.0,-0.3624409414031321,-1.119669894626144,-1.2946814757209058,1.1608267873785194,-0.4677012013118913,0.3465038817307158,-0.046920578879184,0.4770408272231214,0.0768218910602553,-1.2829922241885696,0.99626681944714,-0.4937565831613125,-1.556581898659751,-0.4281151609659125,1.5007597906343109,0.8502217421134929,-0.3486521344078592,-0.3492577043184288,-0.3216350512173826,2.076747983560841,0.3819354522315533,0.4300416471910696,1.0302834540318422,0.2387891590265135,-0.2590421458207031,-0.1963498490849782,-0.0716012594140639,-0.0372222365098415,0.1846324573473692
56.0,-2.211861911329507,1.5334337012963255,-1.423957152450145,-0.2666523292344148,-0.4292444202986618,0.5885532697707198,-1.5981243518837476,0.4621726660819428,2.0243096232868525,-1.3631740045928105,0.1897061676103956,-0.6619821777966091,0.4258872061930357,0.019147777415752,-0.6414869090443096,0.487872284871074,1.804348109786743,-0.1909037917272986,0.7197579421481819,-1.2932729578711637,-0.9564363768180087,0.4724062778803773,1.484116028535965,0.35561334878566,-0.3130580305231543,-0.0007085945766459,-1.2504077339697175,0.6045153263553668,0.5322918759514544
37.0,0.4183982208886837,1.4015985929464294,0.6504500925361392,-1.503080301759818,1.0519476177229186,-0.9980606273144128,-0.3839712719523516,0.2502002062516945,1.9956674897839644,3.109918556005361,0.6067230591361827,-0.1831966187203878,0.5345056484805503,0.8876554258738361,-0.3206676255571917,1.7952113559123222,0.230070759191402,0.4977430890913942,0.6659242520544614,0.4215866106144557,0.8389405004696122,-0.6172531865469232,-0.5583017539460305,-1.100154232971695,0.4395012306202264,0.7789365035121141,0.4577728661518858,1.6744924333475373,0.2963576135132884
